MODE,FREQUENCY,PERIOD,PARTIC.FACTOR,RATIO,EFFECTIVE MASS,MASS FRACTION,TO TOTAL MASS
749,4461.29,0.22415E-03,0.0000,0.000000,0.00000,1.00000,0.00000
750,4464.63,0.22398E-03,0.0000,0.000000,0.00000,1.00000,0.00000
751,4470.35,0.22370E-03,0.0000,0.000000,0.00000,1.00000,0.00000
752,4480.07,0.22321E-03,0.0000,0.000000,0.00000,1.00000,0.00000
753,4482.46,0.22309E-03,0.0000,0.000000,0.00000,1.00000,0.00000
754,4493.22,0.22256E-03,0.0000,0.000000,0.00000,1.00000,0.00000
755,4500.57,0.22219E-03,0.0000,0.000000,0.00000,1.00000,0.00000
756,4504.88,0.22198E-03,0.0000,0.000000,0.00000,1.00000,0.00000
757,4510.11,0.22172E-03,0.0000,0.000000,0.00000,1.00000,0.00000
758,4524.62,0.22101E-03,0.0000,0.000000,0.00000,1.00000,0.00000
759,4547.57,0.21990E-03,0.0000,0.000000,0.00000,1.00000,0.00000
760,4551.74,0.21970E-03,0.0000,0.000000,0.00000,1.00000,0.00000
761,4558.75,0.21936E-03,0.0000,0.000000,0.00000,1.00000,0.00000
762,4564.85,0.21907E-03,0.0000,0.000000,0.00000,1.00000,0.00000
763,4569.70,0.21883E-03,0.0000,0.000000,0.00000,1.00000,0.00000
764,4572.86,0.21868E-03,0.0000,0.000000,0.00000,1.00000,0.00000
765,4574.18,0.21862E-03,0.0000,0.000000,0.00000,1.00000,0.00000
766,4584.09,0.21815E-03,0.0000,0.000000,0.00000,1.00000,0.00000
767,4594.21,0.21767E-03,0.0000,0.000000,0.00000,1.00000,0.00000
768,4612.03,0.21682E-03,0.0000,0.000000,0.00000,1.00000,0.00000
769,4624.76,0.21623E-03,0.0000,0.000000,0.00000,1.00000,0.00000
770,4634.23,0.21579E-03,0.0000,0.000000,0.00000,1.00000,0.00000
771,4641.39,0.21545E-03,0.0000,0.000000,0.00000,1.00000,0.00000
772,4647.02,0.21519E-03,0.0000,0.000000,0.00000,1.00000,0.00000
773,4651.29,0.21499E-03,0.0000,0.000000,0.00000,1.00000,0.00000
774,4652.56,0.21494E-03,0.0000,0.000000,0.00000,1.00000,0.00000
775,4655.12,0.21482E-03,0.0000,0.000000,0.00000,1.00000,0.00000
776,4672.52,0.21402E-03,0.0000,0.000000,0.00000,1.00000,0.00000
777,4674.40,0.21393E-03,0.0000,0.000000,0.00000,1.00000,0.00000
778,4675.79,0.21387E-03,0.0000,0.000000,0.00000,1.00000,0.00000
779,4679.93,0.21368E-03,0.0000,0.000000,0.00000,1.00000,0.00000
780,4682.37,0.21357E-03,0.0000,0.000000,0.00000,1.00000,0.00000
781,4685.37,0.21343E-03,0.0000,0.000000,0.00000,1.00000,0.00000
782,4692.77,0.21309E-03,0.0000,0.000000,0.00000,1.00000,0.00000
783,4700.94,0.21272E-03,0.0000,0.000000,0.00000,1.00000,0.00000
784,4707.22,0.21244E-03,0.0000,0.000000,0.00000,1.00000,0.00000
785,4711.05,0.21227E-03,0.0000,0.000000,0.00000,1.00000,0.00000
786,4714.77,0.21210E-03,0.0000,0.000000,0.00000,1.00000,0.00000
787,4717.78,0.21196E-03,0.0000,0.000000,0.00000,1.00000,0.00000
788,4724.13,0.21168E-03,0.0000,0.000000,0.00000,1.00000,0.00000
789,4727.07,0.21155E-03,0.0000,0.000000,0.00000,1.00000,0.00000
790,4729.43,0.21144E-03,0.0000,0.000000,0.00000,1.00000,0.00000
791,4732.19,0.21132E-03,0.0000,0.000000,0.00000,1.00000,0.00000
792,4736.05,0.21115E-03,0.0000,0.000000,0.00000,1.00000,0.00000
793,4747.11,0.21065E-03,0.0000,0.000000,0.00000,1.00000,0.00000
794,4761.27,0.21003E-03,0.0000,0.000000,0.00000,1.00000,0.00000
795,4767.68,0.20975E-03,0.0000,0.000000,0.00000,1.00000,0.00000
796,4783.66,0.20904E-03,0.0000,0.000000,0.00000,1.00000,0.00000
797,4786.70,0.20891E-03,0.0000,0.000000,0.00000,1.00000,0.00000
798,4793.55,0.20861E-03,0.0000,0.000000,0.00000,1.00000,0.00000
799,4799.33,0.20836E-03,0.0000,0.000000,0.00000,1.00000,0.00000
800,4806.42,0.20806E-03,0.0000,0.000000,0.00000,1.00000,0.00000
801,4820.52,0.20745E-03,0.0000,0.000000,0.00000,1.00000,0.00000
802,4833.41,0.20689E-03,0.0000,0.000000,0.00000,1.00000,0.00000
803,4837.94,0.20670E-03,0.0000,0.000000,0.00000,1.00000,0.00000
804,4849.95,0.20619E-03,0.0000,0.000000,0.00000,1.00000,0.00000
805,4857.96,0.20585E-03,0.0000,0.000000,0.00000,1.00000,0.00000
806,4864.02,0.20559E-03,0.0000,0.000000,0.00000,1.00000,0.00000
807,4868.15,0.20542E-03,0.0000,0.000000,0.00000,1.00000,0.00000
808,4879.39,0.20494E-03,0.0000,0.000000,0.00000,1.00000,0.00000
809,4897.04,0.20420E-03,0.0000,0.000000,0.00000,1.00000,0.00000
810,4905.20,0.20387E-03,0.0000,0.000000,0.00000,1.00000,0.00000
811,4914.24,0.20349E-03,0.0000,0.000000,0.00000,1.00000,0.00000
812,4916.05,0.20342E-03,0.0000,0.000000,0.00000,1.00000,0.00000
813,4923.49,0.20311E-03,0.0000,0.000000,0.00000,1.00000,0.00000
814,4931.15,0.20279E-03,0.0000,0.000000,0.00000,1.00000,0.00000
815,4932.52,0.20274E-03,0.0000,0.000000,0.00000,1.00000,0.00000
816,4935.85,0.20260E-03,0.0000,0.000000,0.00000,1.00000,0.00000
817,4938.16,0.20250E-03,0.0000,0.000000,0.00000,1.00000,0.00000
818,4946.30,0.20217E-03,0.0000,0.000000,0.00000,1.00000,0.00000
819,4955.33,0.20180E-03,0.0000,0.000000,0.00000,1.00000,0.00000
820,4962.38,0.20152E-03,0.0000,0.000000,0.00000,1.00000,0.00000
821,4970.17,0.20120E-03,0.0000,0.000000,0.00000,1.00000,0.00000
822,4976.32,0.20095E-03,0.0000,0.000000,0.00000,1.00000,0.00000
823,4983.04,0.20068E-03,0.0000,0.000000,0.00000,1.00000,0.00000
824,4987.37,0.20051E-03,0.0000,0.000000,0.00000,1.00000,0.00000
825,4991.46,0.20034E-03,0.0000,0.000000,0.00000,1.00000,0.00000
826,4993.69,0.20025E-03,0.0000,0.000000,0.00000,1.00000,0.00000
827,5004.42,0.19982E-03,0.0000,0.000000,0.00000,1.00000,0.00000
828,5005.56,0.19978E-03,0.0000,0.000000,0.00000,1.00000,0.00000
829,5011.15,0.19955E-03,0.0000,0.000000,0.00000,1.00000,0.00000
830,5021.87,0.19913E-03,0.0000,0.000000,0.00000,1.00000,0.00000
831,5031.89,0.19873E-03,0.0000,0.000000,0.00000,1.00000,0.00000
832,5047.93,0.19810E-03,0.0000,0.000000,0.00000,1.00000,0.00000
833,5051.83,0.19795E-03,0.0000,0.000000,0.00000,1.00000,0.00000
834,5053.86,0.19787E-03,0.0000,0.000000,0.00000,1.00000,0.00000
835,5063.61,0.19749E-03,0.0000,0.000000,0.00000,1.00000,0.00000
836,5068.36,0.19730E-03,0.0000,0.000000,0.00000,1.00000,0.00000
837,5076.60,0.19698E-03,0.0000,0.000000,0.00000,1.00000,0.00000
838,5082.90,0.19674E-03,0.0000,0.000000,0.00000,1.00000,0.00000
839,5087.77,0.19655E-03,0.0000,0.000000,0.00000,1.00000,0.00000
840,5104.60,0.19590E-03,0.0000,0.000000,0.00000,1.00000,0.00000
841,5107.87,0.19578E-03,0.0000,0.000000,0.00000,1.00000,0.00000
842,5114.72,0.19551E-03,0.0000,0.000000,0.00000,1.00000,0.00000
843,5118.26,0.19538E-03,0.0000,0.000000,0.00000,1.00000,0.00000
844,5122.11,0.19523E-03,0.0000,0.000000,0.00000,1.00000,0.00000
845,5145.50,0.19434E-03,0.0000,0.000000,0.00000,1.00000,0.00000
846,5151.00,0.19414E-03,0.0000,0.000000,0.00000,1.00000,0.00000
847,5156.54,0.19393E-03,0.0000,0.000000,0.00000,1.00000,0.00000
848,5164.71,0.19362E-03,0.0000,0.000000,0.00000,1.00000,0.00000
849,5168.19,0.19349E-03,0.0000,0.000000,0.00000,1.00000,0.00000
850,5174.98,0.19324E-03,0.0000,0.000000,0.00000,1.00000,0.00000
851,5175.41,0.19322E-03,0.0000,0.000000,0.00000,1.00000,0.00000
852,5179.12,0.19308E-03,0.0000,0.000000,0.00000,1.00000,0.00000
853,5183.85,0.19291E-03,0.0000,0.000000,0.00000,1.00000,0.00000
854,5186.85,0.19280E-03,0.0000,0.000000,0.00000,1.00000,0.00000
855,5192.48,0.19259E-03,0.0000,0.000000,0.00000,1.00000,0.00000
856,5195.01,0.19249E-03,0.0000,0.000000,0.00000,1.00000,0.00000
857,5195.47,0.19248E-03,0.0000,0.000000,0.00000,1.00000,0.00000
858,5201.06,0.19227E-03,0.0000,0.000000,0.00000,1.00000,0.00000
859,5210.84,0.19191E-03,0.0000,0.000000,0.00000,1.00000,0.00000
860,5220.68,0.19155E-03,0.0000,0.000000,0.00000,1.00000,0.00000
861,5223.82,0.19143E-03,0.0000,0.000000,0.00000,1.00000,0.00000
862,5227.43,0.19130E-03,0.0000,0.000000,0.00000,1.00000,0.00000
863,5238.69,0.19089E-03,0.0000,0.000000,0.00000,1.00000,0.00000
864,5246.05,0.19062E-03,0.0000,0.000000,0.00000,1.00000,0.00000
865,5253.35,0.19035E-03,0.0000,0.000000,0.00000,1.00000,0.00000
866,5259.05,0.19015E-03,0.0000,0.000000,0.00000,1.00000,0.00000
867,5259.88,0.19012E-03,0.0000,0.000000,0.00000,1.00000,0.00000
868,5275.53,0.18955E-03,0.0000,0.000000,0.00000,1.00000,0.00000
869,5284.56,0.18923E-03,0.0000,0.000000,0.00000,1.00000,0.00000
870,5289.60,0.18905E-03,0.0000,0.000000,0.00000,1.00000,0.00000
871,5294.51,0.18887E-03,0.0000,0.000000,0.00000,1.00000,0.00000
872,5299.71,0.18869E-03,0.0000,0.000000,0.00000,1.00000,0.00000
873,5312.27,0.18824E-03,0.0000,0.000000,0.00000,1.00000,0.00000
874,5315.15,0.18814E-03,0.0000,0.000000,0.00000,1.00000,0.00000
875,5331.31,0.18757E-03,0.0000,0.000000,0.00000,1.00000,0.00000
876,5339.33,0.18729E-03,0.0000,0.000000,0.00000,1.00000,0.00000
877,5344.31,0.18711E-03,0.0000,0.000000,0.00000,1.00000,0.00000
878,5349.41,0.18694E-03,0.0000,0.000000,0.00000,1.00000,0.00000
879,5361.20,0.18653E-03,0.0000,0.000000,0.00000,1.00000,0.00000
880,5368.62,0.18627E-03,0.0000,0.000000,0.00000,1.00000,0.00000
881,5376.29,0.18600E-03,0.0000,0.000000,0.00000,1.00000,0.00000
882,5386.00,0.18567E-03,0.0000,0.000000,0.00000,1.00000,0.00000
883,5388.75,0.18557E-03,0.0000,0.000000,0.00000,1.00000,0.00000
884,5396.79,0.18530E-03,0.0000,0.000000,0.00000,1.00000,0.00000
885,5401.69,0.18513E-03,0.0000,0.000000,0.00000,1.00000,0.00000
886,5404.55,0.18503E-03,0.0000,0.000000,0.00000,1.00000,0.00000
887,5410.41,0.18483E-03,0.0000,0.000000,0.00000,1.00000,0.00000
888,5411.85,0.18478E-03,0.0000,0.000000,0.00000,1.00000,0.00000
889,5422.45,0.18442E-03,0.0000,0.000000,0.00000,1.00000,0.00000
890,5437.98,0.18389E-03,0.0000,0.000000,0.00000,1.00000,0.00000
891,5442.69,0.18373E-03,0.0000,0.000000,0.00000,1.00000,0.00000
892,5445.03,0.18365E-03,0.0000,0.000000,0.00000,1.00000,0.00000
893,5447.39,0.18357E-03,0.0000,0.000000,0.00000,1.00000,0.00000
894,5475.12,0.18264E-03,0.0000,0.000000,0.00000,1.00000,0.00000
895,5479.29,0.18251E-03,0.0000,0.000000,0.00000,1.00000,0.00000
896,5495.15,0.18198E-03,0.0000,0.000000,0.00000,1.00000,0.00000
897,5498.49,0.18187E-03,0.0000,0.000000,0.00000,1.00000,0.00000
898,5505.35,0.18164E-03,0.0000,0.000000,0.00000,1.00000,0.00000
899,5517.15,0.18125E-03,0.0000,0.000000,0.00000,1.00000,0.00000
900,5522.59,0.18107E-03,0.0000,0.000000,0.00000,1.00000,0.00000
901,5541.96,0.18044E-03,0.0000,0.000000,0.00000,1.00000,0.00000
902,5550.59,0.18016E-03,0.0000,0.000000,0.00000,1.00000,0.00000
903,5555.71,0.18000E-03,0.0000,0.000000,0.00000,1.00000,0.00000
904,5565.61,0.17967E-03,0.0000,0.000000,0.00000,1.00000,0.00000
905,5570.39,0.17952E-03,0.0000,0.000000,0.00000,1.00000,0.00000
906,5572.41,0.17946E-03,0.0000,0.000000,0.00000,1.00000,0.00000
907,5598.32,0.17863E-03,0.0000,0.000000,0.00000,1.00000,0.00000
908,5602.59,0.17849E-03,0.0000,0.000000,0.00000,1.00000,0.00000
909,5610.15,0.17825E-03,0.0000,0.000000,0.00000,1.00000,0.00000
910,5612.87,0.17816E-03,0.0000,0.000000,0.00000,1.00000,0.00000
911,5618.95,0.17797E-03,0.0000,0.000000,0.00000,1.00000,0.00000
912,5620.54,0.17792E-03,0.0000,0.000000,0.00000,1.00000,0.00000
913,5626.62,0.17773E-03,0.0000,0.000000,0.00000,1.00000,0.00000
914,5629.99,0.17762E-03,0.0000,0.000000,0.00000,1.00000,0.00000
915,5633.83,0.17750E-03,0.0000,0.000000,0.00000,1.00000,0.00000
916,5640.93,0.17728E-03,0.0000,0.000000,0.00000,1.00000,0.00000
917,5647.74,0.17706E-03,0.0000,0.000000,0.00000,1.00000,0.00000
918,5657.64,0.17675E-03,0.0000,0.000000,0.00000,1.00000,0.00000
919,5666.98,0.17646E-03,0.0000,0.000000,0.00000,1.00000,0.00000
920,5675.53,0.17620E-03,0.0000,0.000000,0.00000,1.00000,0.00000
921,5682.54,0.17598E-03,0.0000,0.000000,0.00000,1.00000,0.00000
922,5688.00,0.17581E-03,0.0000,0.000000,0.00000,1.00000,0.00000
923,5693.59,0.17564E-03,0.0000,0.000000,0.00000,1.00000,0.00000
924,5705.61,0.17527E-03,0.0000,0.000000,0.00000,1.00000,0.00000
925,5711.68,0.17508E-03,0.0000,0.000000,0.00000,1.00000,0.00000
926,5716.83,0.17492E-03,0.0000,0.000000,0.00000,1.00000,0.00000
927,5724.37,0.17469E-03,0.0000,0.000000,0.00000,1.00000,0.00000
928,5737.06,0.17431E-03,0.0000,0.000000,0.00000,1.00000,0.00000
929,5740.52,0.17420E-03,0.0000,0.000000,0.00000,1.00000,0.00000
930,5751.35,0.17387E-03,0.0000,0.000000,0.00000,1.00000,0.00000
931,5756.04,0.17373E-03,0.0000,0.000000,0.00000,1.00000,0.00000
932,5766.25,0.17342E-03,0.0000,0.000000,0.00000,1.00000,0.00000
933,5781.78,0.17296E-03,0.0000,0.000000,0.00000,1.00000,0.00000
934,5784.48,0.17288E-03,0.0000,0.000000,0.00000,1.00000,0.00000
935,5790.11,0.17271E-03,0.0000,0.000000,0.00000,1.00000,0.00000
936,5797.98,0.17247E-03,0.0000,0.000000,0.00000,1.00000,0.00000
937,5802.69,0.17233E-03,0.0000,0.000000,0.00000,1.00000,0.00000
938,5805.47,0.17225E-03,0.0000,0.000000,0.00000,1.00000,0.00000
939,5813.40,0.17202E-03,0.0000,0.000000,0.00000,1.00000,0.00000
940,5816.20,0.17193E-03,0.0000,0.000000,0.00000,1.00000,0.00000
941,5823.66,0.17171E-03,0.0000,0.000000,0.00000,1.00000,0.00000
942,5831.18,0.17149E-03,0.0000,0.000000,0.00000,1.00000,0.00000
943,5833.63,0.17142E-03,0.0000,0.000000,0.00000,1.00000,0.00000
944,5849.41,0.17096E-03,0.0000,0.000000,0.00000,1.00000,0.00000
945,5852.31,0.17087E-03,0.0000,0.000000,0.00000,1.00000,0.00000
946,5859.30,0.17067E-03,0.0000,0.000000,0.00000,1.00000,0.00000
947,5859.61,0.17066E-03,0.0000,0.000000,0.00000,1.00000,0.00000
948,5863.34,0.17055E-03,0.0000,0.000000,0.00000,1.00000,0.00000
949,5864.84,0.17051E-03,0.0000,0.000000,0.00000,1.00000,0.00000
950,5872.00,0.17030E-03,0.0000,0.000000,0.00000,1.00000,0.00000
951,5882.72,0.16999E-03,0.0000,0.000000,0.00000,1.00000,0.00000
952,5903.25,0.16940E-03,0.0000,0.000000,0.00000,1.00000,0.00000
953,5908.80,0.16924E-03,0.0000,0.000000,0.00000,1.00000,0.00000
954,5912.07,0.16915E-03,0.0000,0.000000,0.00000,1.00000,0.00000
955,5921.76,0.16887E-03,0.0000,0.000000,0.00000,1.00000,0.00000
956,5926.97,0.16872E-03,0.0000,0.000000,0.00000,1.00000,0.00000
957,5933.86,0.16852E-03,0.0000,0.000000,0.00000,1.00000,0.00000
958,5935.80,0.16847E-03,0.0000,0.000000,0.00000,1.00000,0.00000
959,5948.44,0.16811E-03,0.0000,0.000000,0.00000,1.00000,0.00000
960,5957.23,0.16786E-03,0.0000,0.000000,0.00000,1.00000,0.00000
961,5972.77,0.16743E-03,0.0000,0.000000,0.00000,1.00000,0.00000
962,5976.55,0.16732E-03,0.0000,0.000000,0.00000,1.00000,0.00000
963,5978.26,0.16727E-03,0.0000,0.000000,0.00000,1.00000,0.00000
964,5980.56,0.16721E-03,0.0000,0.000000,0.00000,1.00000,0.00000
965,5981.72,0.16718E-03,0.0000,0.000000,0.00000,1.00000,0.00000
966,5995.45,0.16679E-03,0.0000,0.000000,0.00000,1.00000,0.00000
967,6004.75,0.16653E-03,0.0000,0.000000,0.00000,1.00000,0.00000
968,6012.78,0.16631E-03,0.0000,0.000000,0.00000,1.00000,0.00000
969,6022.24,0.16605E-03,0.0000,0.000000,0.00000,1.00000,0.00000
970,6029.51,0.16585E-03,0.0000,0.000000,0.00000,1.00000,0.00000
971,6032.41,0.16577E-03,0.0000,0.000000,0.00000,1.00000,0.00000
972,6042.73,0.16549E-03,0.0000,0.000000,0.00000,1.00000,0.00000
973,6048.21,0.16534E-03,0.0000,0.000000,0.00000,1.00000,0.00000
974,6068.16,0.16479E-03,0.0000,0.000000,0.00000,1.00000,0.00000
975,6072.37,0.16468E-03,0.0000,0.000000,0.00000,1.00000,0.00000
976,6078.45,0.16452E-03,0.0000,0.000000,0.00000,1.00000,0.00000
977,6079.25,0.16449E-03,0.0000,0.000000,0.00000,1.00000,0.00000
978,6086.02,0.16431E-03,0.0000,0.000000,0.00000,1.00000,0.00000
979,6091.03,0.16418E-03,0.0000,0.000000,0.00000,1.00000,0.00000
980,6094.62,0.16408E-03,0.0000,0.000000,0.00000,1.00000,0.00000
981,6103.46,0.16384E-03,0.0000,0.000000,0.00000,1.00000,0.00000
982,6108.75,0.16370E-03,0.0000,0.000000,0.00000,1.00000,0.00000
983,6117.35,0.16347E-03,0.0000,0.000000,0.00000,1.00000,0.00000
984,6121.19,0.16337E-03,0.0000,0.000000,0.00000,1.00000,0.00000
985,6134.50,0.16301E-03,0.0000,0.000000,0.00000,1.00000,0.00000
986,6135.65,0.16298E-03,0.0000,0.000000,0.00000,1.00000,0.00000
987,6144.28,0.16275E-03,0.0000,0.000000,0.00000,1.00000,0.00000
988,6150.36,0.16259E-03,0.0000,0.000000,0.00000,1.00000,0.00000
989,6152.44,0.16254E-03,0.0000,0.000000,0.00000,1.00000,0.00000
990,6160.72,0.16232E-03,0.0000,0.000000,0.00000,1.00000,0.00000
991,6168.39,0.16212E-03,0.0000,0.000000,0.00000,1.00000,0.00000
992,6185.57,0.16167E-03,0.0000,0.000000,0.00000,1.00000,0.00000
993,6188.41,0.16159E-03,0.0000,0.000000,0.00000,1.00000,0.00000
994,6204.23,0.16118E-03,0.0000,0.000000,0.00000,1.00000,0.00000
995,6206.76,0.16111E-03,0.0000,0.000000,0.00000,1.00000,0.00000
996,6210.57,0.16102E-03,0.0000,0.000000,0.00000,1.00000,0.00000
997,6216.09,0.16087E-03,0.0000,0.000000,0.00000,1.00000,0.00000
998,6228.43,0.16055E-03,0.0000,0.000000,0.00000,1.00000,0.00000
999,6240.15,0.16025E-03,0.0000,0.000000,0.00000,1.00000,0.00000
1000,6244.16,0.16015E-03,0.0000,0.000000,0.00000,1.00000,0.00000
